city,month,temperature,humidity,wind_speed,risk_score,risk_category
Bengaluru,12,34.8,58.7,15.4,41.02,Medium
Lucknow,11,30.0,28.2,2.1,13.29,Low
Bhopal,6,44.9,57.7,0.2,78.35,Severe
Jaipur,5,42.4,55.7,0.6,73.88,High
Ahmedabad,8,29.5,15.6,15.0,7.82,Low
Ahmedabad,6,48.6,56.8,6.8,82.99,Severe
Nagpur,8,24.2,27.5,0.5,5.42,Low
Bengaluru,6,40.1,53.1,0.5,66.68,High
Ahmedabad,4,40.0,71.8,8.2,71.99,High
Kolkata,1,36.0,44.6,15.7,36.57,Medium
Bengaluru,5,40.3,64.5,11.1,70.53,High
Thiruvananthapuram,8,38.9,38.8,1.1,47.23,Medium
Mumbai,5,40.3,52.8,3.5,66.99,High
Patna,12,21.0,39.8,1.0,7.79,Low
Ahmedabad,3,34.7,53.2,4.5,38.5,Medium
Thiruvananthapuram,4,41.8,63.8,1.3,74.42,High
Bengaluru,12,34.3,47.0,10.1,31.97,Medium
Patna,5,46.1,59.9,2.1,80.39,Severe
Chandigarh,6,41.1,64.6,6.6,72.58,High
Delhi,8,37.8,47.4,5.4,48.42,Medium
Thiruvananthapuram,5,49.1,72.6,2.0,87.75,Severe
Lucknow,6,40.4,56.0,3.6,70.24,High
Mumbai,8,36.2,45.6,0.9,40.56,Medium
Chennai,4,45.1,45.8,9.1,74.8,High
Chennai,10,35.4,32.1,5.2,28.9,Medium
Ahmedabad,5,44.9,86.8,0.3,84.15,Severe
Hyderabad,6,21.0,10.6,1.1,1.94,Low
Nagpur,11,20.1,29.4,4.3,5.16,Low
Varanasi,4,48.5,62.2,8.2,83.67,Severe
Varanasi,5,49.2,56.0,1.2,84.72,Severe
Thiruvananthapuram,4,29.3,30.2,5.7,11.97,Low
Varanasi,12,24.6,19.1,0.2,3.79,Low
Delhi,8,39.6,33.0,1.9,45.61,Medium
Chandigarh,8,29.2,28.7,2.9,11.98,Low
Bhopal,12,37.0,36.5,11.9,36.04,Medium
Patna,4,23.1,18.5,2.2,3.33,Low
Jaipur,1,34.1,48.6,3.3,33.23,Medium
Patna,5,30.0,23.1,14.8,10.15,Low
Chennai,5,45.4,66.7,2.5,80.56,Severe
Jaipur,5,40.8,45.2,3.0,61.66,High
Kolkata,5,49.5,89.7,0.9,91.99,Severe
Kolkata,12,29.3,13.7,5.4,8.72,Low
Delhi,4,35.2,54.6,4.8,41.73,Medium
Jaipur,12,24.7,29.3,3.7,5.24,Low
Jaipur,8,20.1,14.7,1.4,2.71,Low
Bengaluru,9,30.7,14.5,9.2,10.49,Low
Lucknow,10,36.5,40.8,9.2,37.23,Medium
Chandigarh,4,45.7,50.1,22.0,74.47,High
Mumbai,5,46.2,75.8,0.1,84.06,Severe
Varanasi,6,40.0,60.3,6.4,69.99,High
Thiruvananthapuram,4,36.0,45.4,1.0,39.55,Medium
Patna,9,25.9,24.5,10.9,4.52,Low
Bengaluru,6,28.8,11.4,5.0,7.53,Low
Chennai,6,38.2,39.5,9.5,43.36,Medium
Bhopal,4,48.4,84.1,8.3,87.88,Severe
Thiruvananthapuram,6,40.2,70.5,1.2,73.22,High
Jaipur,6,40.1,78.5,7.3,73.64,High
Chennai,5,41.8,46.6,18.9,65.83,High
Jaipur,7,36.1,51.2,5.0,43.44,Medium
Hyderabad,2,34.5,31.9,8.1,25.3,Medium
Chennai,5,41.4,45.0,13.3,62.85,High
Lucknow,5,40.9,61.3,22.0,69.03,High
Jaipur,4,40.2,61.5,1.6,71.35,High
Hyderabad,11,33.7,52.6,0.1,34.46,Medium
Hyderabad,10,29.4,36.8,18.7,11.28,Low
Thiruvananthapuram,7,24.8,14.6,29.3,0.0,Low
Lucknow,5,44.9,67.4,3.6,79.72,Severe
Chandigarh,5,39.6,74.5,2.1,72.91,High
Hyderabad,7,25.1,16.7,3.0,3.0,Low
Nagpur,6,39.5,59.6,1.0,69.95,High
Mumbai,6,49.1,67.7,1.7,86.82,Severe
Kolkata,8,34.3,41.9,1.2,30.62,Medium
Thiruvananthapuram,2,31.0,24.8,3.6,13.96,Low
Chandigarh,4,45.3,46.3,18.3,73.69,High
Varanasi,2,35.4,45.0,6.7,35.82,Medium
Patna,10,38.8,30.5,9.7,39.47,Medium
Chennai,4,46.8,71.3,1.9,83.82,Severe
Hyderabad,6,34.6,31.8,4.4,26.2,Medium
Mumbai,4,40.7,56.5,2.3,71.04,High
Patna,7,36.9,56.8,22.0,49.12,Medium
Lucknow,5,49.6,74.3,1.1,89.04,Severe
Bhopal,4,39.4,58.5,2.7,68.19,High
Chandigarh,5,40.6,59.5,11.6,69.93,High
Ahmedabad,3,36.6,47.6,2.7,43.45,Medium
Chennai,9,38.2,36.5,0.4,42.72,Medium
Bengaluru,3,35.9,51.6,4.3,42.92,Medium
Ahmedabad,10,28.5,15.0,9.1,7.08,Low
Thiruvananthapuram,10,36.6,51.7,2.7,46.58,Medium
Patna,6,48.7,89.3,0.5,90.7,Severe
Jaipur,8,30.5,36.4,12.3,14.03,Low
Chandigarh,3,20.7,20.0,9.2,2.47,Low
Kolkata,4,43.0,53.3,0.1,74.44,High
Thiruvananthapuram,5,45.9,76.2,5.6,82.75,Severe
Bengaluru,8,31.9,16.2,2.9,13.8,Low
Chandigarh,5,49.8,87.8,0.6,92.14,Severe
Kolkata,4,47.3,85.8,3.8,87.21,Severe
Ahmedabad,3,34.7,54.1,5.7,38.9,Medium
Hyderabad,5,41.6,61.8,1.2,73.72,High
Nagpur,6,46.8,61.9,1.4,82.03,Severe
Chandigarh,6,37.1,48.9,11.2,45.34,Medium
Lucknow,5,35.9,57.9,9.2,46.97,Medium
Bengaluru,8,21.4,26.4,14.0,2.95,Low
Thiruvananthapuram,1,30.0,22.1,2.4,12.02,Low
Mumbai,6,43.0,53.1,6.3,73.37,High
Thiruvananthapuram,10,28.9,16.4,6.6,8.42,Low
Bhopal,4,33.3,52.6,0.5,32.71,Medium
Chandigarh,7,36.9,38.2,0.4,38.64,Medium
Nagpur,10,37.4,44.9,1.9,45.18,Medium
Bhopal,5,39.9,56.4,0.4,69.21,High
Hyderabad,2,23.3,26.7,2.6,4.91,Low
Bengaluru,2,22.0,36.5,3.3,6.75,Low
Nagpur,5,34.1,32.6,2.9,25.16,Medium
Patna,6,37.5,46.7,6.2,46.31,Medium
Bengaluru,6,40.8,60.6,6.5,71.32,High
Nagpur,10,33.9,46.1,16.5,28.81,Medium
Bengaluru,6,44.4,57.3,0.4,77.43,Severe
Delhi,11,38.8,31.3,3.8,40.98,Medium
Lucknow,4,37.7,30.5,10.3,35.31,Medium
Ahmedabad,4,42.7,64.9,15.3,73.75,High
Patna,9,38.4,38.6,11.2,43.26,Medium
Patna,3,24.2,25.6,9.5,3.54,Low
Delhi,6,44.2,68.5,2.6,78.99,Severe
Hyderabad,4,40.2,56.0,7.9,69.2,High
Delhi,3,23.2,29.4,4.2,5.18,Low
Patna,5,20.3,21.3,10.0,2.59,Low
Chandigarh,6,42.0,49.4,0.3,72.03,High
Jaipur,7,38.0,47.0,22.6,46.17,Medium
Kolkata,7,30.0,28.6,5.0,12.89,Low
Mumbai,5,27.5,20.8,30.0,3.16,Low
Varanasi,4,31.0,25.1,9.5,13.04,Low
Ahmedabad,4,36.3,41.7,3.0,38.03,Medium
Bengaluru,9,33.5,59.8,3.1,37.58,Medium
Nagpur,5,38.8,31.3,1.6,41.34,Medium
Kolkata,8,33.9,44.1,5.5,29.56,Medium
Varanasi,6,44.2,75.8,0.5,80.8,Severe
Chandigarh,6,26.8,21.7,4.2,6.52,Low
Kolkata,10,36.5,31.7,18.6,30.29,Medium
Bhopal,8,20.4,38.8,6.6,6.66,Low
Chandigarh,6,48.8,86.0,1.1,90.1,Severe
Patna,9,33.3,58.7,0.3,36.41,Medium
Ahmedabad,2,20.7,32.4,11.4,4.58,Low
Jaipur,3,38.2,43.3,17.4,44.96,Medium
Ahmedabad,5,46.8,81.1,3.1,85.58,Severe
Mumbai,6,35.6,58.1,0.3,47.08,Medium
Mumbai,8,24.1,37.5,3.1,6.98,Low
Thiruvananthapuram,9,31.5,21.0,2.4,14.2,Low
Thiruvananthapuram,6,40.4,56.5,5.6,70.01,High
Lucknow,2,27.5,34.3,5.7,9.91,Low
Patna,11,33.1,40.9,4.5,25.22,Medium
Varanasi,5,45.6,77.5,1.0,83.29,Severe
Mumbai,4,22.5,17.7,2.1,3.19,Low
Patna,3,35.8,38.1,30.0,29.38,Medium
Nagpur,5,23.2,35.1,0.1,7.0,Low
Lucknow,1,35.2,42.3,2.6,34.06,Medium
Chennai,12,36.7,31.1,5.7,32.83,Medium
Lucknow,7,36.1,52.0,6.9,43.72,Medium
Thiruvananthapuram,6,46.6,66.2,5.5,81.88,Severe
Hyderabad,6,41.5,53.5,0.5,72.02,High
Bengaluru,4,39.9,65.4,0.6,71.82,High
Bhopal,4,46.1,61.1,4.9,80.16,Severe
Patna,5,40.9,72.9,1.1,74.84,High
Bengaluru,6,33.8,44.6,7.2,29.16,Medium
Varanasi,10,31.5,15.3,7.0,12.29,Low
Kolkata,4,33.0,51.5,0.7,30.83,Medium
Varanasi,4,39.2,57.4,15.0,63.73,High
Mumbai,4,41.8,69.5,14.8,73.31,High
Jaipur,8,21.6,17.7,2.6,3.11,Low
Bengaluru,3,25.3,33.7,6.1,6.2,Low
Ahmedabad,4,28.3,20.5,16.6,6.61,Low
Thiruvananthapuram,4,42.7,46.6,0.2,72.61,High
Chandigarh,1,34.4,40.1,3.8,29.61,Medium
Bhopal,4,35.2,39.3,1.6,32.52,Medium
Varanasi,6,39.2,54.4,0.9,62.9,High
Ahmedabad,4,33.3,52.6,3.3,32.25,Medium
Bengaluru,9,35.4,57.0,0.3,45.23,Medium
Ahmedabad,4,34.9,49.6,4.6,36.99,Medium
Jaipur,1,27.7,11.4,17.5,3.68,Low
Nagpur,4,34.9,42.0,1.1,32.97,Medium
Bengaluru,2,34.8,59.4,9.6,42.5,Medium
Ahmedabad,6,42.2,52.7,8.1,71.71,High
Nagpur,9,23.0,34.6,9.6,5.32,Low
Mumbai,6,40.4,56.9,20.4,67.62,High
Chennai,5,39.4,57.7,18.8,64.61,High
Patna,1,25.3,30.3,4.3,5.82,Low
Ahmedabad,8,36.3,48.5,3.7,42.59,Medium
Chennai,4,45.9,55.9,4.2,78.92,Severe
Jaipur,6,28.0,37.9,4.9,11.56,Low
Nagpur,5,42.3,49.2,0.4,72.45,High
Nagpur,5,47.7,63.9,0.8,83.97,Severe
Chennai,6,46.5,84.6,3.3,85.77,Severe
Jaipur,6,40.3,68.6,14.8,70.73,High
Varanasi,4,41.1,68.1,7.1,73.2,High
Chennai,5,44.6,45.3,11.1,73.57,High
Kolkata,4,42.9,59.6,13.2,73.36,High
Delhi,8,38.0,43.2,0.7,46.76,Medium
Bhopal,4,39.9,65.9,9.6,70.42,High
Ahmedabad,5,44.1,45.3,7.9,73.3,High
Varanasi,11,21.7,10.4,5.0,1.25,Low
Nagpur,4,40.2,53.5,3.7,67.16,High
Jaipur,4,40.8,47.6,7.9,63.36,High
Ahmedabad,4,40.7,51.6,5.6,67.58,High
Chandigarh,6,44.3,83.1,11.4,80.6,Severe
Patna,5,49.2,80.7,1.4,89.63,Severe
Mumbai,12,38.7,35.5,3.7,43.49,Medium
Delhi,9,26.0,18.3,7.9,3.94,Low
Varanasi,6,21.6,33.7,0.8,6.61,Low
Chandigarh,3,24.2,12.9,16.9,0.0,Low
Varanasi,8,29.0,12.1,0.5,8.74,Low
Hyderabad,5,42.7,49.8,5.1,72.43,High
Mumbai,6,41.7,67.7,14.3,72.88,High
Lucknow,10,20.5,31.2,15.6,3.64,Low
Nagpur,11,21.6,38.1,2.6,7.19,Low
Chennai,10,33.9,55.7,4.9,36.46,Medium
Thiruvananthapuram,5,42.5,60.0,7.8,73.7,High
Mumbai,4,41.4,59.4,16.1,70.44,High
Varanasi,7,25.1,14.8,7.2,1.92,Low
Mumbai,9,28.9,11.9,3.1,8.1,Low
Delhi,12,33.9,36.4,0.2,26.63,Medium
Nagpur,6,37.8,39.0,5.9,41.91,Medium
Jaipur,3,34.2,47.4,14.1,31.14,Medium
Nagpur,5,48.8,72.7,2.0,87.29,Severe
Varanasi,8,27.1,31.1,0.4,9.51,Low
Lucknow,3,35.6,44.2,6.0,36.26,Medium
Delhi,5,35.1,32.0,13.6,26.43,Medium
Varanasi,11,37.8,40.0,7.1,42.43,Medium
Hyderabad,5,31.2,19.5,4.2,13.12,Low
Kolkata,9,36.6,57.9,16.2,49.46,Medium
Chandigarh,3,34.8,31.6,1.6,27.24,Medium
Ahmedabad,6,41.7,63.4,2.6,73.97,High
Lucknow,6,48.2,84.7,6.5,87.98,Severe
Lucknow,6,20.8,24.6,0.2,4.89,Low
Chennai,6,33.1,40.7,2.0,25.55,Medium
Chandigarh,5,46.5,66.3,0.3,82.61,Severe
Bhopal,5,41.0,57.4,0.2,72.05,High
Jaipur,4,46.6,64.4,1.8,82.14,Severe
Patna,4,41.7,73.6,14.6,74.01,High
Jaipur,6,39.5,78.0,1.5,73.55,High
Bengaluru,5,39.9,37.4,4.2,49.94,Medium
Chandigarh,5,46.8,73.3,4.4,83.81,Severe
Delhi,4,36.2,47.5,2.0,41.7,Medium
Delhi,2,35.2,33.8,4.0,29.24,Medium
Delhi,6,40.1,48.7,10.5,60.34,High
Patna,6,43.3,47.9,0.7,73.74,High
Mumbai,5,47.8,81.5,2.9,87.3,Severe
Chennai,5,39.2,56.1,1.2,64.64,High
Hyderabad,7,20.9,13.5,12.2,0.67,Low
Nagpur,4,43.0,50.8,13.5,71.71,High
Jaipur,4,49.0,65.2,0.8,86.31,Severe
Delhi,4,42.2,47.7,0.1,72.04,High
Hyderabad,5,45.0,56.9,0.8,78.25,Severe
Bhopal,10,20.2,17.3,10.7,1.68,Low
Bengaluru,4,40.8,53.4,10.6,69.19,High
Bengaluru,6,46.4,68.2,5.3,82.0,Severe
Kolkata,10,38.5,40.2,2.9,46.28,Medium
Jaipur,6,48.1,81.5,0.4,88.19,Severe
Hyderabad,7,29.3,24.5,13.7,9.5,Low
Lucknow,1,22.7,15.9,0.9,3.03,Low
Bengaluru,10,35.4,50.1,6.2,39.25,Medium
Chennai,3,27.7,11.4,2.7,6.15,Low
Kolkata,4,35.2,56.3,2.6,43.34,Medium
Delhi,9,38.0,44.4,5.3,46.94,Medium
Ahmedabad,12,33.9,40.4,2.5,28.16,Medium
Patna,5,40.8,49.7,5.4,66.06,High
Thiruvananthapuram,5,39.3,52.1,8.4,59.85,High
Nagpur,5,41.1,46.8,8.8,63.95,High
Lucknow,5,42.0,49.4,2.1,71.73,High
Bengaluru,6,41.0,46.6,2.0,64.34,High
Bhopal,5,38.5,42.5,0.6,48.48,Medium
Hyderabad,7,30.2,26.0,3.8,12.89,Low
Ahmedabad,4,35.8,34.1,7.0,31.01,Medium
Delhi,1,27.5,27.5,13.9,7.18,Low
Mumbai,7,37.4,33.5,6.4,36.64,Medium
Thiruvananthapuram,1,30.6,24.2,4.4,13.07,Low
Bengaluru,6,38.1,35.6,20.0,38.43,Medium
Delhi,11,30.2,16.2,18.2,8.53,Low
Nagpur,7,39.6,32.3,5.9,44.43,Medium
Thiruvananthapuram,4,40.4,75.8,3.6,74.2,High
Bhopal,6,45.6,73.6,6.7,81.56,Severe
Hyderabad,3,24.5,22.4,0.2,4.45,Low
Bengaluru,6,39.7,69.8,1.5,72.23,High
Varanasi,12,25.6,18.4,12.9,2.49,Low
Hyderabad,6,42.2,65.6,4.3,74.92,High
Chandigarh,4,49.3,87.9,1.4,91.23,Severe
Ahmedabad,6,44.2,80.9,3.0,81.4,Severe
Bengaluru,5,36.5,40.7,1.9,38.39,Medium
Bhopal,2,34.4,37.9,4.3,28.41,Medium
Patna,6,39.3,57.8,11.4,65.36,High
Chennai,1,35.2,59.5,10.1,44.51,Medium
Chennai,3,39.7,36.2,2.2,48.43,Medium
Hyderabad,6,40.8,75.6,3.7,74.78,High
Chandigarh,6,39.5,74.0,3.6,72.4,High
Delhi,4,39.0,50.5,23.1,54.22,High
Hyderabad,1,21.5,13.8,11.4,0.86,Low
Hyderabad,5,46.8,94.4,1.8,88.46,Severe
Thiruvananthapuram,10,29.4,33.0,7.1,12.46,Low
Thiruvananthapuram,6,44.2,63.6,3.4,77.87,Severe
Kolkata,2,23.2,37.4,6.0,6.48,Low
Delhi,4,45.9,76.3,0.1,83.68,Severe
Thiruvananthapuram,3,27.6,31.8,22.3,6.8,Low
Thiruvananthapuram,2,38.1,30.9,5.8,37.76,Medium
Bhopal,4,39.3,77.6,5.9,72.42,High
Hyderabad,6,34.2,37.0,1.8,27.68,Medium
Bengaluru,9,25.2,17.8,3.4,3.31,Low
Chennai,6,45.3,68.7,0.7,81.1,Severe
Chandigarh,7,22.8,29.1,10.3,4.1,Low
Chandigarh,7,36.0,31.9,4.9,30.92,Medium
Chennai,2,31.2,25.5,4.1,14.34,Low
Mumbai,6,46.0,75.5,3.0,83.2,Severe
Jaipur,7,39.4,39.0,5.9,48.78,Medium
Bengaluru,5,31.0,20.4,0.3,13.63,Low
Mumbai,8,24.1,22.2,1.6,4.17,Low
Patna,4,45.8,82.3,3.7,84.12,Severe
Kolkata,6,41.1,55.7,10.0,70.23,High
Hyderabad,4,43.3,61.4,10.0,74.89,High
Patna,3,24.4,32.2,6.6,5.34,Low
Chandigarh,4,40.2,46.7,3.0,60.08,High
Lucknow,6,39.1,33.9,6.0,43.58,Medium
Ahmedabad,12,36.1,55.1,5.1,46.42,Medium
Bengaluru,6,46.2,76.9,1.1,84.12,Severe
Kolkata,3,38.0,41.5,3.1,45.06,Medium
Varanasi,6,40.3,47.4,3.3,61.26,High
Jaipur,6,48.5,57.4,1.2,83.88,Severe
Chennai,5,42.2,58.8,15.1,71.76,High
Mumbai,7,21.1,21.3,4.8,3.46,Low
Nagpur,6,48.7,82.0,1.2,89.12,Severe
Delhi,9,30.8,18.0,10.0,11.21,Low
Mumbai,5,40.3,56.0,0.2,70.65,High
Kolkata,4,41.4,60.2,2.4,72.88,High
Nagpur,7,24.2,21.2,0.0,4.24,Low
Nagpur,11,35.5,35.3,7.1,30.55,Medium
Chennai,4,46.0,87.6,1.5,85.87,Severe
Bhopal,5,44.1,71.0,30.0,74.76,High
Varanasi,4,41.9,68.8,12.5,73.72,High
Chennai,4,42.6,45.0,5.7,70.55,High
Bengaluru,11,28.0,39.0,8.6,11.17,Low
Ahmedabad,8,21.9,24.3,7.6,3.59,Low
Jaipur,7,29.6,25.2,8.3,11.02,Low
Delhi,11,24.2,37.0,0.1,7.38,Low
Chandigarh,1,34.8,59.9,1.2,44.27,Medium
Bengaluru,4,41.7,57.8,4.7,72.5,High
Bhopal,4,44.7,84.4,1.4,83.17,Severe
Delhi,4,39.2,47.1,2.8,55.42,High
Ahmedabad,4,28.7,13.5,5.3,7.74,Low
Delhi,4,39.4,51.9,7.3,60.37,High
Nagpur,6,44.8,50.8,11.4,74.94,High
Varanasi,6,36.9,43.6,0.1,42.32,Medium
Bhopal,6,40.9,79.1,8.2,74.89,High
Lucknow,3,31.7,18.5,2.2,14.05,Low
Delhi,5,48.1,71.4,4.2,85.54,Severe
Lucknow,4,42.5,65.8,11.0,74.33,High
Delhi,1,22.1,27.0,5.2,4.53,Low
Bengaluru,10,26.2,13.9,3.5,4.12,Low
Ahmedabad,3,30.2,39.5,5.9,15.24,Low
Lucknow,5,40.3,68.0,30.0,68.08,High
Nagpur,4,35.8,51.6,12.5,41.08,Medium
Nagpur,4,47.7,75.9,4.6,85.73,Severe
Mumbai,8,35.0,31.4,6.6,26.98,Medium
Nagpur,6,33.8,58.0,1.2,38.11,Medium
Patna,9,36.0,51.1,1.2,43.53,Medium
Kolkata,6,41.7,64.3,9.0,73.08,High
Bhopal,5,41.4,60.0,0.4,73.17,High
Patna,4,48.6,76.1,2.8,87.51,Severe
Bhopal,6,43.3,46.0,4.2,72.78,High
Delhi,6,46.1,79.4,2.5,84.22,Severe
Kolkata,6,40.9,46.3,10.1,62.14,High
Ahmedabad,4,49.2,60.2,3.0,85.26,Severe
Chennai,4,41.1,47.4,0.2,66.04,High
Ahmedabad,11,36.0,44.0,25.8,34.49,Medium
Lucknow,9,24.1,39.4,6.0,6.88,Low
Nagpur,5,43.0,51.3,30.0,69.06,High
Lucknow,1,25.3,32.0,1.6,6.61,Low
Bengaluru,5,21.4,14.2,2.0,2.51,Low
Thiruvananthapuram,6,30.8,23.7,1.0,13.85,Low
Thiruvananthapuram,5,40.2,71.3,0.5,73.5,High
Patna,3,37.8,36.6,3.5,40.66,Medium
Chandigarh,7,26.1,25.0,0.7,6.64,Low
Nagpur,5,45.2,58.9,3.5,78.52,Severe
Mumbai,2,24.9,11.0,2.5,1.78,Low
Jaipur,6,41.7,57.6,3.7,72.62,High
Kolkata,1,36.3,32.8,7.4,32.04,Medium
Chandigarh,5,45.9,72.8,3.3,82.45,Severe
Chennai,4,34.9,56.2,8.7,40.8,Medium
Thiruvananthapuram,6,33.4,49.7,12.9,29.42,Medium
Thiruvananthapuram,4,41.3,77.3,13.1,74.36,High
Mumbai,12,25.4,37.8,6.5,7.12,Low
Kolkata,1,27.2,38.2,10.5,9.41,Low
Jaipur,3,36.3,34.5,1.8,33.9,Medium
Chandigarh,7,37.7,46.1,3.5,47.21,Medium
Hyderabad,6,49.1,74.9,1.3,88.32,Severe
Thiruvananthapuram,4,40.3,48.6,5.0,62.22,High
Nagpur,6,37.9,37.0,1.9,41.6,Medium
Delhi,4,48.0,84.1,4.5,87.87,Severe
Ahmedabad,5,21.3,25.2,10.1,3.36,Low
Mumbai,4,40.7,71.6,5.0,73.61,High
Patna,6,37.2,33.6,2.3,36.63,Medium
Varanasi,4,42.9,68.3,16.6,74.53,High
Kolkata,4,31.3,28.7,8.1,14.47,Low
Hyderabad,7,36.4,38.9,11.2,35.3,Medium
Ahmedabad,10,36.0,40.7,4.4,35.96,Medium
Mumbai,6,44.4,53.0,13.3,74.42,High
Bengaluru,6,27.1,33.8,6.2,9.09,Low
Kolkata,5,40.3,66.0,10.6,70.91,High
Delhi,12,35.4,48.8,9.2,37.87,Medium
Bhopal,1,23.0,36.9,5.1,6.53,Low
Mumbai,4,33.7,58.3,9.5,36.46,Medium
Thiruvananthapuram,3,29.8,22.1,4.0,11.43,Low
Bhopal,6,31.9,32.4,8.1,17.33,Low
Bhopal,11,20.9,13.9,0.8,2.65,Low
Mumbai,8,30.5,21.7,4.7,12.36,Low
Kolkata,12,24.5,39.6,0.2,7.89,Low
Mumbai,6,25.4,39.8,1.2,8.4,Low
Jaipur,11,26.0,31.2,4.6,7.07,Low
Chennai,5,45.2,85.1,5.0,83.51,Severe
Bengaluru,10,34.8,48.5,3.7,36.01,Medium
Chandigarh,4,35.3,55.9,4.5,43.21,Medium
Patna,5,48.5,59.8,4.5,83.81,Severe
Delhi,5,44.4,66.4,0.5,79.24,Severe
Lucknow,6,44.0,71.1,0.1,79.6,Severe
Delhi,4,44.1,57.1,13.1,74.8,High
Hyderabad,7,37.4,44.0,1.5,44.57,Medium
Bengaluru,2,20.8,10.8,0.9,2.01,Low
Delhi,4,39.1,65.9,17.1,67.89,High
Kolkata,8,20.7,13.2,5.3,1.76,Low
Mumbai,5,43.8,47.0,3.3,73.93,High
Varanasi,11,21.1,14.9,5.4,2.08,Low
Ahmedabad,4,36.1,56.5,21.2,44.86,Medium
Hyderabad,1,33.4,59.0,11.5,35.2,Medium
Hyderabad,6,46.2,71.1,1.7,82.86,Severe
Kolkata,6,34.6,57.1,3.9,40.81,Medium
Chennai,6,44.0,52.1,11.3,73.94,High
Jaipur,7,31.2,14.1,2.5,12.32,Low
Chennai,9,37.1,37.6,1.8,38.81,Medium
Nagpur,6,40.6,72.0,3.7,73.74,High
Mumbai,8,25.2,39.5,1.0,8.05,Low
Nagpur,4,44.2,60.8,1.2,77.68,Severe
Jaipur,6,41.5,53.2,16.1,69.36,High
Hyderabad,2,26.6,15.4,3.7,5.02,Low
Delhi,10,26.6,19.0,3.4,5.79,Low
Chennai,11,33.4,45.2,12.3,27.11,Medium
Chandigarh,10,39.4,35.1,10.2,44.99,Medium
Bengaluru,4,35.6,35.2,0.6,31.94,Medium
Chennai,1,20.7,35.1,4.3,6.3,Low
Thiruvananthapuram,5,41.8,63.5,0.8,74.45,High
Jaipur,5,41.9,51.0,0.1,72.22,High
Patna,12,33.6,54.4,7.6,33.87,Medium
Delhi,7,31.3,32.7,5.3,16.12,Low
Kolkata,7,28.9,20.8,6.7,9.28,Low
Chennai,1,39.3,40.0,17.4,47.24,Medium
Lucknow,6,40.6,55.2,11.4,69.1,High
Chennai,10,38.6,34.6,5.9,42.09,Medium
Chandigarh,7,33.9,47.4,6.6,31.18,Medium
Delhi,5,39.2,50.2,0.2,58.8,High
Bhopal,8,38.9,44.4,12.3,49.96,Medium
Varanasi,5,41.8,58.6,4.0,72.93,High
Bengaluru,2,28.2,21.9,22.1,5.82,Low
Kolkata,1,27.7,17.1,7.5,6.49,Low
Hyderabad,11,24.1,37.0,17.0,4.57,Low
Chennai,6,35.6,44.0,3.3,36.58,Medium
Kolkata,8,37.4,34.4,21.1,34.74,Medium
Jaipur,3,20.2,30.4,0.5,6.0,Low
Bengaluru,4,42.9,61.7,6.6,74.88,High
Thiruvananthapuram,4,42.4,46.6,5.0,71.33,High
Kolkata,9,35.1,45.8,3.8,35.57,Medium
Kolkata,1,36.9,54.5,19.3,47.59,Medium
Kolkata,5,39.4,70.9,0.7,72.1,High
Patna,3,25.3,31.2,3.0,6.22,Low
Mumbai,6,41.7,49.6,2.3,71.26,High
Patna,9,22.0,31.4,1.2,6.08,Low
Jaipur,6,48.1,92.2,0.5,90.32,Severe
Varanasi,7,21.0,23.8,2.2,4.39,Low
Chennai,6,31.9,12.8,9.1,12.08,Low
Chennai,6,39.4,47.9,2.1,57.3,High
Bhopal,5,31.1,29.5,14.8,13.19,Low
Lucknow,4,38.3,43.6,0.3,48.5,Medium
Patna,2,37.5,33.9,3.4,37.76,Medium
Varanasi,8,29.4,13.4,2.6,9.29,Low
Patna,3,23.1,35.2,7.5,5.79,Low
Kolkata,5,43.8,48.0,1.2,74.48,High
Lucknow,5,44.9,86.0,0.7,83.92,Severe
Ahmedabad,4,41.1,59.8,4.0,72.05,High
Kolkata,5,40.7,62.8,0.9,72.53,High
Chennai,12,25.2,37.1,11.2,5.87,Low
Patna,4,39.6,58.3,14.8,67.15,High
Mumbai,10,38.3,39.2,5.4,44.25,Medium
Chennai,4,41.5,70.8,6.2,74.53,High
Jaipur,4,43.8,49.8,1.7,74.76,High
Patna,4,22.3,31.1,4.9,5.4,Low
Jaipur,4,37.2,43.1,23.7,39.33,Medium
Ahmedabad,7,31.7,29.4,16.4,14.35,Low
Kolkata,11,20.3,30.9,7.8,4.88,Low
Kolkata,4,38.8,40.5,3.3,47.77,Medium
Patna,3,36.0,42.2,0.7,37.52,Medium
Patna,3,25.7,20.0,5.2,4.25,Low
Jaipur,6,39.3,63.0,0.3,70.43,High
Bhopal,10,37.1,50.7,16.8,45.85,Medium
Chennai,6,39.8,58.2,7.1,69.14,High
Thiruvananthapuram,4,28.5,16.1,6.7,7.7,Low
Chennai,5,46.3,68.9,0.7,82.74,Severe
Bhopal,5,27.9,29.0,5.4,9.54,Low
Lucknow,4,48.9,62.8,0.3,85.75,Severe
Mumbai,4,39.1,55.7,3.1,63.32,High
Ahmedabad,6,49.9,89.0,4.0,91.97,Severe
Lucknow,4,43.0,66.7,16.3,74.42,High
Thiruvananthapuram,5,42.6,56.3,1.0,74.25,High
Bengaluru,5,44.0,68.8,29.7,74.21,High
Bhopal,4,29.7,32.1,4.6,13.17,Low
Patna,7,38.6,31.2,2.4,40.39,Medium
